0.3636363636363637,8,22
0.16666666666666666,2,12
0.4,2,5
0.3461538461538461,9,26
2.833333333333333,17,6
0.027777777777777776,1,36
0.07894736842105263,3,38
0.7441860465116279,32,43
2.833333333333333,17,6
0.7441860465116279,32,43
0.5714285714285714,24,42
0.2,1,5
0.125,1,8
0.14285714285714285,1,7
1.0,3,3
0.13157894736842105,5,38
0.15555555555555556,7,45
2.833333333333333,17,6
2.1111111111111107,19,9
0.6,3,5
0.10810810810810813,4,37
0.049180327868852465,3,61
0.3333333333333333,1,3
0.017241379310344827,1,58
0.3333333333333333,1,3
0.1111111111111111,1,9
0.18181818181818185,4,22
0.2,2,10
0.3,3,10
0.7692307692307693,20,26
0.05882352941176471,1,17
0.06976744186046513,3,43
0.21212121212121213,7,33
1.4,7,5
0.7441860465116279,32,43
0.5714285714285714,24,42
1.0,3,3
0.13333333333333333,4,30
0.23214285714285715,13,56
0.1111111111111111,5,45
4.0,4,1
0.05263157894736842,1,19
4.0,4,1
0.8148148148148148,22,27
1.4,7,5
1.5714285714285714,11,7
1.0,6,6
0.7441860465116279,32,43
0.32608695652173914,15,46
0.029411764705882356,1,34
0.45,18,40
0.075,3,40
0.07894736842105263,3,38
0.6666666666666666,2,3
0.42857142857142855,3,7
0.5,3,6
0.36666666666666653,11,30
2.833333333333333,17,6
0.027027027027027032,1,37
0.8928571428571429,25,28
2.833333333333333,17,6
0.5,3,6
0.038461538461538464,1,26
0.25,1,4
0.07894736842105263,3,38
0.1111111111111111,1,9
0.5862068965517241,17,29
2.833333333333333,17,6
0.9047619047619048,19,21
4.0,4,1
0.4,2,5
0.3333333333333333,2,6
0.13636363636363635,3,22
0.8888888888888888,8,9
1.5714285714285714,11,7
0.017857142857142856,1,56
5.0,5,1
0.2,2,10
0.2222222222222222,2,9
0.171875,11,64
0.38461538461538464,10,26
0.24074074074074076,13,54
0.0625,2,32
0.3125,5,16
1.0,2,2
0.4,2,5
5.0,85,17
0.08108108108108109,3,37
0.4,4,10
0.08108108108108109,3,37
5.0,5,1
0.3,12,40
0.05,2,40
0.9166666666666666,11,12
0.02325581395348837,1,43
1.4285714285714286,10,7
0.09090909090909093,1,11
0.7441860465116279,32,43
0.5714285714285714,24,42
0.05,2,40
0.3333333333333333,14,42
1.0,2,2
0.16666666666666666,3,18
1.9,19,10
0.2727272727272727,12,44
3.5,7,2
0.2857142857142857,2,7
0.5714285714285714,24,42
5.0,5,1
0.018518518518518517,1,54
0.2982456140350877,17,57
5.0,5,1
1.3333333333333333,8,6
0.5714285714285714,24,42
0.3,3,10
2.833333333333333,17,6
0.018518518518518517,1,54
4.357142857142857,122,28
0.25,2,8
0.15384615384615385,2,13
0.4,2,5
0.7272727272727273,16,22
0.024390243902439025,1,41
0.05555555555555555,2,36
0.30952380952380953,13,42
0.08333333333333333,2,24
0.4,2,5
0.25,1,4
2.0,2,1
0.6,3,5
0.2857142857142857,2,7
2.0,2,1
0.3,3,10
0.14285714285714285,1,7
0.75,3,4
0.017241379310344827,1,58
0.25,3,12
0.07407407407407407,6,81
0.14285714285714285,1,7
0.07692307692307693,1,13
0.06818181818181818,3,44
0.21428571428571427,3,14
0.625,5,8
1.0,3,3
1.0,1,1
1.0,7,7
0.1176470588235294,2,17
0.4166666666666667,5,12
0.2727272727272727,3,11
0.4444444444444444,4,9
0.16666666666666666,2,12
0.875,7,8
0.5,9,18
1.0,2,2
1.0,1,1
1.2857142857142858,9,7
3.3846153846153846,132,39
0.4545454545454545,5,11
0.5,9,18
0.5,6,12
0.7058823529411765,12,17
0.14285714285714285,2,14
1.3333333333333333,4,3
1.25,10,8
0.3888888888888889,7,18
0.1875,3,16
0.3076923076923077,4,13
0.3636363636363637,4,11
0.5,1,2
0.5714285714285714,4,7
0.4,4,10
0.875,7,8
0.2352941176470588,4,17
0.35714285714285715,5,14
0.18181818181818185,2,11
0.2,1,5
0.14285714285714285,2,14
0.5833333333333334,7,12
1.0,3,3
0.3333333333333333,1,3
0.35714285714285715,5,14
0.3888888888888889,7,18
0.35714285714285715,5,14
0.026086956521739132,3,115
0.25,2,8
0.875,7,8
0.1111111111111111,1,9
1.0,2,2
0.15789473684210525,3,19
0.1,2,20
0.5625,9,16
0.5714285714285714,8,14
0.045454545454545456,1,22
0.5714285714285714,8,14
0.125,1,8
0.25,2,8
0.125,1,8
0.07142857142857142,1,14
0.13333333333333333,2,15
0.25,2,8
0.8888888888888888,8,9
0.07692307692307693,1,13
0.08333333333333333,1,12
0.08333333333333333,1,12
0.16666666666666666,5,30
0.2222222222222222,2,9
0.5,1,2
1.1176470588235294,19,17
0.4,4,10
0.5,8,16
3.263157894736842,62,19
0.625,10,16
3.6666666666666665,22,6
0.3888888888888889,7,18
4.142857142857143,29,7
0.21739130434782608,5,23
0.2307692307692308,3,13
0.7647058823529411,13,17
0.09090909090909093,1,11
1.0,1,1
6.0,36,6
2.5,5,2
1.2,24,20
0.2,1,5
1.6875,27,16
1.7777777777777777,48,27
4.428571428571429,31,7
0.9473684210526316,36,38
4.15,83,20
3.294117647058824,56,17
1.0,1,1
0.1,1,10
1.3103448275862069,38,29
1.8888888888888888,34,18
0.2307692307692308,3,13
1.75,7,4
1.125,18,16
0.175,7,40
0.2857142857142857,2,7
2.333333333333333,7,3
0.7142857142857143,20,28
0.5,14,28
1.0,18,18
0.15384615384615385,2,13
1.0357142857142858,29,28
0.5714285714285714,8,14
0.2222222222222222,2,9
1.8235294117647056,31,17
0.4705882352941176,16,34
4.45,89,20
0.21875,7,32
0.2222222222222222,4,18
0.25,5,20
0.3478260869565217,8,23
1.4705882352941178,25,17
0.8536585365853658,35,41
0.04,1,25
0.38461538461538464,5,13
1.0454545454545454,23,22
3.8571428571428568,108,28
0.8125,13,16
0.13636363636363635,3,22
0.8947368421052632,17,19
1.4444444444444444,13,9
0.6666666666666666,2,3
2.931034482758621,85,29
3.0,15,5
0.5185185185185185,14,27
3.294117647058824,56,17
0.5,8,16
0.8125,13,16
0.9583333333333334,23,24
0.6363636363636364,14,22
0.3333333333333333,9,27
0.7333333333333333,11,15
2.0,34,17
4.15,83,20
1.0,20,20
0.75,12,16
0.125,1,8
0.2307692307692308,3,13
0.3333333333333333,3,9
8.0,24,3
1.6538461538461535,43,26
4.0,4,1
0.14583333333333334,7,48
0.25,2,8
0.4482758620689655,13,29
0.7096774193548387,22,31
1.8888888888888888,34,18
0.2,4,20
1.7142857142857142,12,7
0.05555555555555555,6,108
0.6296296296296297,17,27
0.12,3,25
0.42105263157894735,8,19
0.16666666666666666,1,6
0.040540540540540536,6,148
6.0,36,6
0.16666666666666666,3,18
1.8888888888888888,34,18
3.294117647058824,56,17
1.0666666666666669,16,15
6.0,36,6
0.7222222222222222,13,18
0.5263157894736842,10,19
0.8076923076923077,21,26
2.931034482758621,85,29
3.8571428571428568,108,28
0.05882352941176471,1,17
1.375,11,8
1.0,8,8
4.45,89,20
