0,1
1,2
2,2
3,1
4,8
5,1
6,3
7,5
8,0
9,0
10,7
11,1
12,1
13,1
14,1
15,1
16,1
17,0
18,2
19,1
20,2
21,1
22,1
23,1
24,1
25,1
26,1
27,2
28,3
29,2
30,1
31,1
32,1
33,2
34,0
35,0
36,1
37,1
38,1
39,2
40,4
41,1
42,4
43,1
44,0
45,1
46,1
47,0
48,1
49,1
50,2
51,1
52,0
53,2
54,1
55,2
56,1
57,0
58,1
59,1
60,0
61,1
62,1
63,1
64,0
65,1
66,1
67,0
68,1
69,0
70,2
71,1
72,1
73,1
74,1
75,1
76,5
77,2
78,2
79,1
80,1
81,1
82,2
83,1
84,2
85,2
86,2
87,3
88,1
89,0
90,0
91,2
92,2
93,2
94,1
95,2
96,1
97,0
98,0
99,0
100,2
101,0
102,2
103,2
104,2
105,1
106,2
107,0
108,0
109,1
110,1
111,0
112,1
113,0
114,0
115,0
116,1
117,1
118,2
119,2
120,2
121,1
122,1
123,2
124,1
125,2
126,2
127,1
128,2
129,1
130,1
131,0
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,2
146,1
147,1
148,2
149,1
150,1
151,2
152,2
153,2
154,1
155,1
156,1
157,1
158,0
159,1
160,2
161,1
162,1
163,1
164,2
165,1
166,2
167,1
168,1
169,0
170,1
171,0
172,0
173,1
174,1
175,1
176,1
177,1
178,2
179,1
180,1
181,0
182,1
183,1
184,1
185,1
186,1
187,2
188,1
189,1
190,1
191,2
192,1
193,0
194,1
195,2
196,1
197,1
198,1
199,0
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,1
211,3
212,4
213,2
214,3
215,2
216,2
217,1
218,1
219,1
220,19
221,2
222,2
223,1
224,8
225,2
226,5
227,7
228,50
229,18
230,1
231,1
232,3
233,11
234,1
235,2
236,3
237,1
238,2
239,2
240,4
241,2
242,3
243,2
244,4
245,2
246,2
247,5
248,2
249,0
250,2
251,1
252,1
253,1
254,2
255,2
256,1
257,2
258,4
259,29
260,4
261,1
262,3
263,2
264,1
265,25
266,3
267,1
268,0
269,1
270,0
271,3
272,2
273,2
274,2
275,2
276,0
277,7
278,3
279,1
280,1
281,1
282,11
283,13
284,4
285,2
286,2
287,4
288,2
289,0
290,2
291,2
292,2
293,2
294,2
295,2
296,1
297,2
298,0
299,1
300,0
301,0
302,3
303,0
304,2
305,2
306,3
307,0
308,0
309,1
310,2
311,2
312,0
313,0
314,1
315,1
316,2
317,4
318,1
319,3
320,0
321,2
322,2
323,2
324,1
325,2
326,1
327,1
328,5
329,2
330,2
331,3
332,0
333,2
334,0
335,0
336,0
337,1
338,2
339,0
340,4
341,2
342,2
343,0
344,1
345,2
346,1
347,0
348,1
349,1
350,2
351,0
352,8
353,2
354,3
355,2
356,1
357,1
358,2
359,1
360,3
361,1
362,3
363,2
364,2
365,1
366,1
367,1
368,38
369,2
370,25
371,2
372,3
373,27
374,1
375,2
376,0
377,2
378,2
379,4
380,3
381,24
382,1
383,1
384,3
385,3
386,4
387,2
388,7
389,4
390,2
391,1
392,0
393,0
394,7
395,4
396,17
397,1
398,3
399,0
400,0
401,13
402,0
403,2
404,0
405,0
406,2
407,2
408,0
409,1
410,2
411,9
412,0
413,3
414,2
415,0
416,0
417,1
418,0
419,1
420,3
421,2
422,2
423,2
424,1
425,1
426,1
427,2
428,1
429,0
430,0
431,2
432,10
433,3
434,0
435,0
436,2
437,1
438,2
439,4
440,0
441,0
442,0
443,0
444,0
445,2
446,2
447,5
448,0
449,0
450,1
451,0
452,1
453,1
454,1
455,0
456,4
457,0
458,2
459,0
460,1
461,1
462,0
463,1
464,0
465,1
466,2
467,5
468,1
469,4
470,1
471,0
472,13
473,0
474,2
475,0
476,7
477,2
478,0
479,12
480,1
481,1
482,1
483,2
484,1
485,1
486,13
487,0
488,1
489,2
490,0
491,2
492,1
493,1
494,0
495,3
496,3
497,0
498,1
499,1
500,1
501,4
502,0
503,0
504,3
505,0
506,0
507,2
508,0
509,2
510,4
511,0
512,0
513,0
514,2
515,19
516,2
517,4
518,1
519,0
520,1
521,1
522,1
523,5
524,1
525,0
526,2
527,1
528,2
529,0
530,1
531,0
532,1
533,0
534,0
535,1
536,1
537,1
538,0
539,2
540,2
541,3
542,0
543,2
544,0
545,1
546,0
547,4
548,0
549,1
550,1
551,0
552,2
553,0
554,1
555,0
556,0
557,2
558,0
559,0
560,0
561,0
562,2
563,1
564,0
565,0
566,2
567,0
568,0
569,0
570,0
571,1
572,2
573,0
574,2
575,0
576,3
577,0
578,1
579,2
580,4
581,0
582,1
583,1
584,2
585,2
586,3
587,2
588,0
589,1
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,1
598,0
599,2
600,2
601,2
602,0
603,2
604,1
605,0
606,0
607,2
608,0
609,0
610,0
611,1
612,2
613,1
614,2
615,0
616,1
617,2
618,0
619,0
620,0
621,1
622,0
623,2
624,0
625,0
626,1
627,1
628,0
629,1
630,1
631,2
632,0
633,0
634,1
635,18
636,1
637,0
638,1
639,1
640,2
641,2
642,0
643,1
644,1
645,2
646,2
647,1
648,0
649,1
650,1
651,1
652,0
653,0
654,2
655,0
656,0
657,0
658,0
659,1
660,0
661,1
662,0
663,2
664,0
665,3
666,0
667,2
668,0
669,0
670,0
671,1
672,0
673,1
674,0
675,1
676,0
677,1
678,2
679,2
680,1
681,2
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,6
690,0
691,1
692,2
693,1
694,0
695,5
696,2
697,1
698,1
699,1
700,0
701,5
702,0
703,1
704,1
705,1
706,1
707,1
708,0
709,0
710,1
711,3
712,2
713,4
714,0
715,1
716,1
717,0
718,1
719,2
720,3
721,1
722,0
723,1
724,1
725,1
726,1
727,1
728,1
729,0
730,1
731,0
732,1
733,2
734,1
735,2
736,0
737,0
738,1
739,0
740,1
741,0
742,0
743,0
744,1
745,0
746,1
747,0
748,0
749,1
750,1
751,1
752,4
753,0
754,0
755,0
756,1
757,2
758,0
759,0
760,1
761,1
762,0
763,0
764,1
765,1
766,1
767,1
768,1
769,0
770,0
771,1
772,0
773,0
774,0
775,1
776,0
777,1
778,2
779,1
780,1
781,1
782,7
783,1
784,1
785,1
786,0
787,1
788,1
789,1
790,1
791,2
792,1
793,1
794,2
795,1
796,1
797,1
798,1
799,1
800,1
801,1
802,1
803,0
804,1
805,1
806,1
807,0
808,1
809,1
810,1
811,3
812,1
813,0
814,1
815,1
816,2
817,1
818,1
819,0
820,0
821,1
822,1
823,1
824,1
825,0
826,1
827,0
828,1
829,1
830,1
831,1
832,1
833,0
834,0
835,1
836,0
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,8
848,1
849,0
850,2
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,0
860,0
861,13
862,7
863,1
864,0
865,20
866,1
867,1
868,0
869,1
870,0
871,1
872,1
873,0
874,0
875,4
876,0
877,0
878,1
879,0
880,1
881,2
882,7
883,1
884,1
885,1
886,0
887,1
888,0
889,1
890,1
891,1
892,0
893,0
894,1
895,1
896,1
897,0
898,1
899,1
900,1
901,0
902,0
903,0
904,1
905,2
906,0
907,0
908,0
909,1
910,0
911,1
912,1
913,0
914,0
915,0
916,0
917,1
918,1
919,1
920,0
921,1
922,0
923,1
924,2
925,0
926,1
927,1
928,0
929,0
930,1
931,1
932,1
933,1
934,0
935,1
936,1
937,0
938,0
939,1
940,0
941,1
942,1
943,2
944,0
945,0
946,1
947,1
948,0
949,1
950,2
951,0
952,0
953,0
954,1
955,0
956,0
957,1
958,0
959,0
960,0
961,1
962,15
963,1
964,1
